,userid,likes_given,pages_liked_sum_likes
1625,d277701494f5de912c615ec26072a77a,252,20342
1626,2a276c4cf60be159521eb3649bd7274d,252,9472
1627,76674ac2aef85008794bb2aa1513f545,252,16868
1628,16d7dbb24540e677b18225da4b5f1cd7,252,42085
1629,4f25fc394762806d878810bb799c5df0,252,39670
1630,0cd432f97297b71636f96fb1de428c8b,252,34390
1631,db3899b229a6837db15c258759556531,252,19480
1632,df488865bdb63939d03e383d99d8f13e,252,14180
1633,01172be918e405d75ae913235f0012ba,252,37929
1634,d09b25568fa6e875e51be3b114fe49b2,251,14535
1635,d0685795f56255d0ee787a134dfec5b4,251,17724
1636,362b2d595787de51a0f057c10a6a42ed,251,14951
1637,24f40452d581b29171ec648f54b90785,251,29812
1638,08f70b7d6b57fd614f638cd110fd2a0c,251,17046
1639,5c31d7d80e78643cd5289acec0561d77,251,15849
1640,d0689bf72cb6a8d3405f4a5fcd69c540,251,30486
1641,10f275d4e176ab1e206a50b73a877e1b,251,22600
1642,c9c39c486a65e5a1e56b27f81e7ce8d2,250,22991
1643,0b5fbf16868086f7f315d7fec0ff0778,250,37597
1644,1f8184277a7a8bdc34469bd9a76e3800,250,11249
1645,2db7fbdbf4076edacce21a92ac750687,250,6970
1646,35fc4f18b44d8ff9fec6bd1fccb24d05,250,8050
1647,d04546d71a34fa58f1d0a541f0776844,250,17916
1648,9bb74320417186794f79b1a9c7523ff0,250,14659
1649,5a45b90a9d26af94af7533a4e3e93e70,250,37362
1650,e76d35bd97c00b90be1d84765bd53c68,250,25376
1651,0bb799f6238e3c98851756d847994826,250,44225
1652,0ea66156f884ddc6abb65fb6dccaf570,249,10140
1653,2667298424d813eb28ff2bed03bb400f,249,18597
1654,06cbf87c4bd0593ba97b1f2617d1da8b,249,42437
1655,0f6046c991ff16b82d1365b2fd52baba,248,43754
1656,486a47e1794fb668b9b87c3f638ea85b,248,689
1657,a1a57abf19d36d0ecbe02340953cfaea,248,11124
1658,4908adae6cf09defb838925defcc5e61,248,14941
1659,b79b72756d54314966966f2ca093c98c,248,22315
1660,1461d306c923b938c958d0eb62fef4d9,248,14179
1661,989d72cb607b6779f0c9e3b1c2ec8cf5,248,27593
1662,13af9d418702d557bf32823b56654e01,248,31532
1663,4f93f887bbc876dbe5780633bec34385,248,30883
1664,8bbc1c992ffecf240758bbce6cc064a6,247,6998
1665,e57acbe039d02310cce1cda436d59774,247,38987
1666,167c6365122972d349a4187459656ac5,247,39173
1667,eb0fcd0ae4f7a02c48a97c4134f2e3f8,247,6956
1668,25fc789068add05b0d935016a11536f4,247,27177
1669,df25874f17944d7eafb6a9ad8bc026e8,247,15455
1670,045b8617f659f663b481adf00bdd096b,247,10571
1671,cd712db82f5eb06111f22fc0b1589e6c,247,1421
1672,11b9a7ac708b767221713b3894aedc13,246,19944
1673,069d3c1ecb38df1cbc6f7eb1a9eed418,246,9078
1674,8aaf44a327e711b4bb3041e6c81b79ca,246,38608
1675,605045a740cd9b33de0c6e94e63e48b6,246,33350
1676,362423d8bd059407c937d5999c479ea9,246,2485
1677,6adcc2a92367849f8d216fe7a87ad08f,246,8025
1678,4ae4e07e194834e698fab05265e8401a,246,2384
1679,20427321c60bcaef8ae630a4c04ace87,245,34962
1680,31b2694704560a19cf59b56e17d2d2df,245,22718
1681,0b59284dd0a1bd9c8a3d64fab934ecda,245,18445
1682,1dfb782cfacebb0352bd1a8673814ecf,245,30792
1683,c6714bdeee67810cd9131e55596cf34f,245,18646
1684,24a794b7070c55ef0fb874293c95dbf2,245,28608
1685,3e8a7c63850f83d6eed88f73f9a57a59,244,21248
1686,1aa985e09caa8c57c5310dfdf8649120,244,32435
1687,75ac0524645b5df5f4ecaec61595081a,244,14323
1688,4d7ae0617845c6b30eb85b55a991f4c5,244,17481
1689,4028071170fe590754f25baa155d6f0e,244,21552
1690,943674d4b289561e19958098dac27e4a,243,35843
1691,ed02930264e132956346492903c74fb2,243,22047
1692,5a7cbf0a1ac748ae1ab9ac82a02b45ae,243,12255
1693,fe8f596a2652911763d7a63bb7fe6fc0,243,17875
1694,4b4c175ce8cf11fd8a6e36c8736f15db,243,11171
1695,17ce8c622f0f6983cfe75a7ef0928bf1,243,2615
1696,4578305c01ee73edc9aeb9fc834fd1c7,243,17289
1697,bc1d74a68ad5609ca4a91ce06d1d5df2,243,28286
1698,28228a1f36199aca59542c0eda920e57,243,21952
1699,ea4b8b534a35f59713f61f29b8725d09,243,7187
1700,6b436d410c4d4616ec949026269fd34a,242,34568
1701,38d0c9a954b37db6cb84d7c1bb2060e1,242,6229
1702,2167306b3b521a7fff5344aef20b34e5,242,16671
1703,0247c39d5ca398ae48a51e7f3436c66f,242,13976
1704,1eb99058fb2d693cc357140fe8d40003,242,16094
1705,5db8655483931c08f9d192c6d41aff2c,241,18562
1706,6dd6aa904e6db7ff150db491d0074709,241,33756
1707,6b02f1e6571dba7e6ba8f02a574a72f2,241,18312
1708,940a49c180ed360f7169dab7ee9b6100,241,21314
1709,14a0389c57c064515a5a6e57071f95d7,241,11246
1710,e162da4034bb066baffce6df9242c3cd,241,34032
1711,08471fefb2e478db426e316106c25f1f,241,31718
1712,fbdea84fd44c77ff7f9449f59c2440b4,241,26078
1713,b3fafed766d54c1154cd714cfe4af175,241,3555
1714,dbd452206a7d7ba84ff3acba2d040ed0,241,5182
1715,bfbb47f62541d351721c3065a358cf83,240,19285
1716,c8a0d8e0c646b25edd967bb6b48c828c,240,28726
1717,103940fcc8c264295b23a3e052ac1f18,240,41794
1718,2dce5303e0a38e7d929e038e949f74b7,240,25104
1719,c22f9747762f4d84bdb8f821a6355d42,240,45293
1720,f2100e58ba325e6442609fcee08a56a8,240,31885
1721,08f214d0053613471a74843ff5074b61,240,5822
1722,0368c8c9364c1ae57fd02ad51a391a02,240,46456
1723,a631901a63d60ed9f0a78c4a0e8e20f5,240,6969
1724,1b63074a74925d5d96b455bf6721b67b,239,9730
1725,eebaac9aa33e841a3ada192f150f4719,239,10012
1726,9fdc79f5e7fc4d0ab5c2441bd209e2f7,239,14551
1727,f1d5527c3b1fcb887c832ea6bc3df656,239,21141
1728,c7c69a685f0c4d68589c0e1d4d8ba21a,239,2484
1729,0413e6a6be9b892609296bd9a01c7815,239,7962
1730,43f76ac47cc0c88330553eb0034f4549,239,14939
1731,4cb281267011e0347aa85f1ac3c5a636,239,48416
1732,0866aa66a11347c6f0645c50ec0ef983,238,34809
1733,d9111e2dabeac5ee83407625e8a0ea05,238,30992
1734,d7d841411f9c54563203ce408a207c7e,238,11196
1735,f75260c7ea7c13eef389d0f1413db5f0,238,41561
1736,15335eb02096d6b7b974d45c26670118,238,22748
1737,e796c9e6b1544260e3aff71fb090cb96,237,24632
1738,98181621f68802101de1573682369048,237,18775
1739,04125eba481a1957081e88582326c30a,237,10656
1740,9d0e5ceb4ae8c3cfe83f726ca31092ce,237,28565
1741,18d3fe651fa3a580b6f176a550dc8395,237,13559
1742,9dc6eedec039edf1d41608e47ef94979,237,15599
1743,1ad22a5ca6a6ac1c3b94bd5322c62dcf,237,6303
1744,3c512a2685281c6641c0dc2f35b1657d,237,18630
1745,278c52f12bd0ad288e653f856eda7107,236,14347
1746,05d2566f3a0a52affc6d1bf9c693bfcf,236,13833
1747,6508d95e5f74d5ff953ea4a622d92a78,236,29120
1748,a928a63c6e0948b9206093e5ca70cd2a,236,41998
1749,ed912d5acdd17206785748380da7b979,235,13869
1750,18d745f264811459d8d7661ed0a4cf46,235,30423
1751,08eaa6e4b9b92cf5ca2fea9d2ab6a5e0,235,12517
1752,c758c347ecbe2991e8a3f615a7182e3f,235,29503
1753,95b77a7adf7b969f4c74403881354e97,235,28866
1754,2cef4825b5967ee383dc37f991de55dc,235,8060
1755,1546e07b25ec8a7205a8273c9f0edc0d,235,20043
1756,3bbc8ec832a7aa0fcce72e3a833db2fe,235,11970
1757,b0063904d627b4e7f6121757d3ceb550,235,30333
1758,3c998497d84775b57ed9e34400faca05,235,7179
1759,0d6db2f52f5ed2854d1447cc44d7b451,235,12008
1760,f1b28c3713dc5766453fa351ad4faab8,235,1690
1761,24efc477aa3e9e2a1baeb997cb14b5cd,234,26896
1762,f9515d1e8ec44cf19202a17ce5540bcc,234,31062
1763,6520a8bd4bd3e216098b77077eaacb98,234,18483
1764,8c35a40dfbaadb7685d039f619184278,234,22796
1765,f27ee229439d0b66aa4bf8acec7e9659,234,47345
1766,cc07f42781e88ea4da026b4c31bce3f4,234,16678
1767,b909977b230aa0e38aa6b962536c49f9,234,15494
1768,1bb2ec5060312bb6829e1ce37fd2c991,233,19868
1769,afa7683d3fa90ac9da8765ebf556b165,233,9596
1770,0318ecc1e7b99840fb513939217e93cf,233,25175
1771,9c569a1f20b7e8290d05969f1fdca6f5,233,13343
1772,81c3bfafbb6b1e8fc3d932d66411461b,233,11493
1773,47f5a07710791c42be7e23e5b99f5ef6,233,6045
1774,97c13affc66acf09c063fe084f8dfd34,232,10911
1775,1e0aab9e7b0060ec9b21a831b6efe2f1,232,28772
1776,e6dbd2a4744cf238124a707498cec5d7,232,5192
1777,a27af74ab7d948f2eba82a9c2f1e091a,232,34638
1778,ded72d926c0e636465e175b203f6e46c,232,23544
1779,6f42345741ecbfb5364bbc3aa015de64,232,33168
1780,a4e7ff34842d3be95088f04a8d569833,232,27368
1781,1e118ab1f32a0337764577b9ea2a02c2,232,22043
1782,f8f70ff654ae7a5eadbea69baec6a14a,232,2126
1783,0ee1011aeb83451a785c59f05b5778e2,232,19948
1784,03b3539921c38858540f992d669dfb0d,232,3844
1785,5051a0daa9256393fa371882a9e34fe3,232,28221
1786,4c4c4d5183d8541f100526a6aaaf0e43,232,12907
1787,1b6d48865c41d289f2af2dc2cc7350b7,232,39601
1788,08831ca64911eacb19a3d2aae97e35a0,232,11676
1789,fa670781cfac0c4e8fa8fad5cee25180,232,25952
1790,15022b5ee97067949cc338627c081f0c,232,38960
1791,8ce280cd81e51697d0e2ef1ddf35195d,231,9175
1792,c59c73e2903106687ca2c2cdddb81e22,231,15593
1793,03a1aa573ea936a8cacef92ae123d007,231,36650
1794,5a6c140b3d5dd5a8066e166c36d3b2c9,231,12681
1795,d256a9607122461f1c9f89cf1e5ec8df,231,22471
1796,71bf57f7d9193e8c4fefd383515ae929,231,21303
1797,d0a27d36a2279e30942745b737c1b9ce,231,45285
1798,d9803eccba80e074baf18361997b54a3,231,15891
1799,286344757c8d53afbd2b5d591f63e735,231,20502
1800,9177920318e494cfe1fd4c6959097b3c,230,13578
1801,10e8e127110c6d2a891f2464803827f8,230,11197
1802,7f92445cedeed2304d971455c2bd2696,230,24919
1803,917bd69583e122168304f5bbf6a840bc,230,15287
1804,518f731925de4b08501b93833b127e6c,230,22952
1805,1b99ea7fbba0e776231e89af10db0786,230,29950
1806,36ccbc597acd0eae2b09b541c154787a,230,3441
1807,d2dc85e3fc2089f1e0f523a9966cdea1,229,10670
1808,d5d277aee719b978d951cf8921d0ca77,229,16896
1809,9a1de646d9270842211b9ec837771737,229,29150
1810,e2063f181a5dbe6ad2670b02225ba501,229,425
1811,6a360f853ea6e6cb69b457189ec83aa9,229,19709
1812,228934c4b7a33693d13a6051da3fe566,228,4690
1813,07a8ccc73b9003ff26dd6d1fdb15f79a,228,16366
1814,2a1363660d275e8d5659064647472098,228,22143
1815,88548d60433726315558d7e990cd37b8,228,18558
1816,d17e0a0edd5863692b489176cea8d58e,228,9981
1817,2188c376603af089d5c0955b5cf7429a,228,28188
1818,b280d3135eb9e481403d81703c5dd258,228,30843
1819,c54e62ecc42bacc07247675dd1848429,228,7598
1820,22d27adf7041affefda750e1fa22b5b7,228,24390
1821,dfd5001de0fbc8740ad51686bdfa90dc,227,46303
1822,b85f016b7c29038d701a339893396f0b,227,13715
1823,e84673fa60ecb998e76b4d42d22b9a34,227,33403
1824,86d770b80984131190eafc3e0869deae,227,4135
1825,d2a6de16d96501026dfd2654bbd3cbfa,227,11437
1826,e0f9315effead7b3b7e4892e5a968b31,227,17263
1827,65b44b3773add1a9248436f134621a73,227,17484
1828,d2a1bcd01137d7c393e9cde71a3859a5,227,16987
1829,f4c8323005a92a123f17bf44ce835240,226,13551
1830,de334d2a4024a1965314831aeb71a24e,226,9255
1831,13fbb4d6e7e94612b0c39f7d85ad489f,226,26030
1832,f06c698a83347e23a2db3d463e173291,226,32787
1833,6848eff1da762f6647909e15eb96a013,226,549
1834,845910c46b09b0ce28d3156a39364790,226,4825
1835,801c3a2a5c413f3a82a8cbda8f39e215,226,12217
1836,6cd3063835e062b8bf712b6a45a90255,225,33945
1837,32cc9fe461d8f65151c523ad62fb5082,225,22677
1838,5ab9393ef09415f01c2974cb859f60b4,225,31431
1839,1a198218ef7154425babb4d372be2726,225,19061
1840,10eba706be045483d7592c140bd06a9a,225,4664
1841,4123ff46d756feaec0eb4fb28212303b,225,9852
1842,c121bb5456c5b854a03795cde4ac89a9,225,34469
1843,657291ad2bcf2421cce8ecaf2bc15b34,225,17579
1844,df4983d3d3418af0265704151585c251,225,21673
1845,4faa90c3ea1dcb9381f68a5047bcf3e4,224,22519
1846,232a5b7d103f65ac692e0cf050984760,224,9127
1847,c9dfcbed438900eb848d5c840ceba468,224,26748
1848,0652f25ac92d170990c045f7def32baa,224,9892
1849,7d3e6aa6b803f5551af9c4ab1f529718,224,34656
1850,e82267bb121a291c5d4a89a23e9dcdd8,224,4037
1851,1d506aacb9715edc55778aba2d79ab5f,224,26541
1852,f9321461b1c6b7bee5615ee1e8d713af,224,22543
1853,99d7f21af77a61f8286da6569d8a599c,223,5853
1854,da8356679b033ed9990e5a985f2c79ef,223,18667
1855,8b905ddbfae721d40293599e3e274040,223,17570
1856,5211edd597046a9eab35eb55fe7fc54b,223,35164
1857,50011bcbe71fe8cad36c217505d67469,223,7737
1858,82fd3c2b02a7e078b5052317c7b44766,223,20801
1859,3656ec8b67290162bc74de2d297a592b,223,10503
1860,482aa5e01c24eb808f274f0967e0d70e,223,2742
1861,4ffb28522aa788fc46aedcf005a0394c,223,16645
1862,dce1ea87309b49a1cc8f8b0948023eef,222,337
1863,04d960b3e9ae9c9dd290711b096fc107,222,20455
1864,7c977bb7a7af5f56ffd4db5f68904fb0,222,8308
1865,6cd3c089881b7d7e6e6b30b46d3d9598,222,42161
1866,31740c99e8ffc5986d21ab86af0faa11,222,14306
1867,267e4ac3258f6acd445dd401b591016d,222,22373
1868,201f8d478937a6de94bc5b5eea45c1bd,222,17494
1869,570b041a7a8802ceadd724c37b8999a3,221,15474
1870,f8249493f16a1370dd53a36a51ffe010,221,27775
1871,4e1d84966a3e18fd823af8bab9710ce4,221,8152
1872,11754e1596cc6ac780fd19c7ddd28fef,221,8111
1873,c18ac2f56c1f50e3ea025e589441a8dc,221,12147
1874,255f714351990e62edbf986ebe8c4637,221,15817
1875,9714e64d3159f4005fc8990dd77f97c7,221,5626
1876,ac2fd1e5a6bcb3808a0a5abe8ea2b6a4,221,22327
1877,e5eaba60e9574714be1210973598b969,220,24955
1878,130b1309fc841dd3fdc667fd5a94afcd,220,11173
1879,19fe173e87f744f811c091b1465e06ee,220,9623
1880,3d7847b1c33b5f5811208b4aa1a7ffbd,220,19399
1881,4c10857b066846a68e3b39af66eef728,220,11168
1882,2a4ea8a5ac157246feedfcf72edad5ff,220,16638
1883,90a3b0925c22e56e6a15a5d7569b04fe,220,24709
1884,8c92cef5e6ee003e62e761bce0a62b61,220,20189
1885,e43aa0e3b3883ca46e7c27231e321c48,219,12029
1886,e768313cddbc4e016fa0a31b46ece6ee,219,22642
1887,fc1d5c4da273828c534a54f6e6527f24,219,14247
1888,ee586e7e05734ceb013657b2869f3e29,219,5463
1889,d2ebb35e85aef53669010eaba7e4204c,219,22318
1890,392c8eed3851416e9f1f26eac5e4e3e3,219,17276
1891,ba6f12b11a7f6a44c4d1ed1231254670,219,5021
1892,729a662015e83c223290a090f2b0f3ab,218,5319
1893,fc59fff59bfcce559ed2c942fce5160c,218,34205
1894,e307dd97cb8916d8b9b265ae9e7d970f,218,5389
1895,09451018d3a30ef7c00a90b9d29333bf,218,63662
1896,05fdff352828febef2cfb7d341c0e4ee,218,22780
1897,01f679a61793770ff988030d47b2fbf6,217,25597
1898,443c6d951c04bf9657bddf5e2507570a,217,36759
1899,f52e30c7e28217f03dd7356695b95b9a,217,35908
1900,2a99c74706f993f9b87658daad74d768,217,23760
1901,f9872fab81a4801df493a482e4ed2a1b,217,26814
1902,0a96dfa94587d01eb4fa6c9395496e8d,217,22569
1903,1e3e889fbd6c8f80a8cd4b92d3399849,217,8440
1904,06c0fa31e2f3fa9269f7382812839a7d,216,6923
1905,7390a33bf65707c071fc7afbae5a64fd,216,290
1906,cbd2eff4d39eb4e36e1831b5203e0fdc,216,15518
1907,154e593c5b52254ecf90c2affc92f2b2,216,9351
1908,24cd24e5bbbaea0f2cb31951b4b4f724,216,31660
1909,3febdd9f9e918684b1d7bf172fa21357,216,30362
1910,f72c404735498a36b6ee7505934a2eaa,216,27167
1911,c0b9a3699153f812750fdd0f3673186f,216,21268
1912,d5eeb4bec3c9336b839925abed44bbfe,216,17499
1913,1e4c5df8e3e788cb762c1e945b2f3b95,216,13520
1914,1873c25c47c2128616e960cee9863bb8,216,20701
1915,4e3dbd8e9b2d4b6a3f9442a5edce2686,215,12848
1916,2370727d8e2f3dcc5552b43dd8b03351,215,5041
1917,b7ed13fd175576ece0dfa0d5bedb8ac7,215,12596
1918,0db587218e09f1b838f297c9fc50306a,215,17588
1919,0a719a07d7685a7f6093c8984e094abb,215,16066
1920,008b5d99106b988ee5ab156f50d4a0ac,215,16778
1921,f6605e743d671fd93c513c1a5dcb23d1,215,5817
1922,9a19d3ce597cee8bd152e14e0abb6940,215,20024
1923,062e7b0129e3a7317585dd1b4169b60f,215,13493
1924,041c906afd2a0a26c8bfd503f2b0777e,215,5202
1925,7016e01c39970e4700e0b47c09baa2c3,215,13313
1926,9574a2e5e8f7269d9bed3ef4e86ac862,215,17228
1927,099295bb83a9216aff38210a73fe5616,215,40350
1928,941dc05a97ee94350194cbe55519de05,215,6437
1929,87a21ac9512e0ffc8e49cecb4a152a20,214,537
1930,08ad9c16ae688e9d50751a2642f426f2,214,18675
1931,1d4483de13721335397bf26ee644f25b,214,11812
1932,a83ed616f6ae636b61b67b3495bbe795,214,10708
1933,ac053a0d2588271d85bad3f8792b9628,214,14468
1934,4e87c311575fefb8b293204d5a77830f,214,43495
1935,cf2b161a3703f8d021413fd6e6d428ad,214,14083
1936,2d14a09b41a0d12b9e60377a0a8e14a8,214,5775
1937,17f31be3ed3411820e7256bf06eae6e7,214,29303
1938,60607d63a4b4515da08c71bbce7d7d51,214,6736
1939,fc1447d0505824c1f7da7955bb6d4383,214,21296
1940,356c72d24b0cf6ba6468ec71a42ca694,214,10563
1941,185eba592a689228a5ae8d4cb3394b05,213,27695
1942,29b62bd21c44159997b7fa53682e1778,213,10918
1943,60b871ca1182397958040d0c49206c8a,213,11067
1944,7a37aa82b55eab3637073a8187cdbe7e,213,6437
1945,f252e7101fc383a64531ea1179a80749,213,34066
1946,0fd47d0ebd7b55bcf57727440aee033b,213,21721
1947,091bbf7605fa610961cc16950f12c55d,212,39390
1948,1af2e6091adb139d10c2b8004da4619f,212,17413
1949,c87ea8ed19e2be5e0e4562cf91493813,212,2174
1950,24547d9be1b73bb306854ed042917d8b,212,12975
1951,704b5123fc5eacbd8fa33144e2e01999,212,30704
1952,e71446b87b6612f7449041c5db2dd637,212,8570
1953,152197bb56fc79cedaf3648bf8bdd20a,211,259
1954,5450cd36c697a3cbbba532e58bb8c49d,211,22491
1955,9167709397a16530102a6eb2b0e7f814,211,18069
1956,05f2042f4253c9cdd9bc0acf063e2124,211,14991
1957,a5e57e834675bd224483f8d1d09611f4,211,18434
1958,07ee3bf5ef3150ef11805b229ed4696f,211,29085
1959,460953a55227c030b34a3d6036224352,211,38093
1960,8986255ac533d00d630ecb5e1505dce7,211,13367
1961,b802a141ffd8450ca36b8a25ead50334,211,15139
1962,70f5958ce8e98a3042a750e797c0c0f8,211,22430
1963,6e74f81068cb55caba2f2e86b44c3b61,211,25048
1964,217cc6f36da6e4f314f419d483526dc7,211,28770
1965,05ee91d57b94e0dcf6b87aec7500baa2,211,12104
1966,320e64cb1f75a75e6ef4e451df988d66,211,9585
1967,3001b0ff3401a154d896455b8e5dfa04,210,11375
1968,8fc9460cb38e67502a009706aa90dfa1,210,15477
1969,eb190e5d3925da7a77ebaf99b010b59f,210,22861
1970,6c8c359094fa08a298a028060e009f01,210,30486
1971,7c3f1e4d26123173d5ed6966e8b21ab5,210,20937
1972,0a98eb1b2b882ea3035eb84ab5d69cee,209,30351
1973,1b3572a538443ca1c6df6ce16298d3d6,209,40984
1974,0c018091e639bc3a342a189688be4de0,209,9465
1975,165fcdc834d2a5fb6662eda3bc046b4e,209,55867
1976,58223ac472b9a6fe7791d26d25a11349,209,24266
1977,7526a7fa43a070a501ecbb1635f3c0d9,209,17211
1978,4717ae67c4c469d13ab7d7fa53a4d632,209,11355
1979,1a1e95a86a28f7d4473ffae8a9331dcc,209,5170
1980,4a4415bb00b5b514c6b6db7b404c5b67,209,23798
1981,a2432fb6f1e5f20b094cfad8ffe9f4d9,209,32862
1982,227310126e3925cff4c940b383334855,208,24493
1983,714ae845b198f9b96b2ba7debcc090f5,208,19691
1984,1352d2732c2e1927a12dc612b72684ef,208,28592
1985,09621ac0ff50c1af0d275f1ff4e3e6b0,208,38224
1986,06312a08f7ea8a1d37d02f4f2c84527f,208,26637
1987,c52393e25bafe2e4772a63352ad59309,208,23522
1988,f18cb6a3c1664b08f30ea08bfd044e2c,208,8218
1989,1b377c18890ce2f9748d4b69d32eec14,208,36700
1990,862c1403706f38f8a38872551b12e07a,208,10085
1991,bd80ae74068c80e51144acb3b158d161,208,37144
1992,2f3131ebffcd0291d2b8ab00f00d8751,208,20195
1993,b9875351493b8fa35c2811e157fe4ad5,207,28530
1994,2f851ea4a6fa253e999c4bd19f76d046,207,18884
1995,e498fdcf2ad17b37d340126912ee0058,207,29333
1996,3ffbd8d02259d14a2591429991335a30,207,12306
1997,6296cceffdb78e30146af4733638b91b,207,23934
1998,1f1a7b12c54ac1ebaa40919badd358ed,207,35413
1999,18c5475d334a98cf37c94105feb20511,207,31283
2000,a83befd4f608ab3015a2997fc70562a2,207,28364
2001,1205a09f4b51bc64e7751fbed2a452cb,207,8471
2002,673cf8d3bb7d4fd371fd8651acd111db,207,4805
2003,da1c004bb1f3461514bd858967ac8fa4,207,20883
2004,b22f9394edb3482dc9b670cf9cf89052,207,7251
2005,bff7d6ca7ad6d7ceee276a3790484e21,207,8161
2006,f4e3839146dcd817a9669776d46cbd14,207,11954
2007,5bc6cfc40f471217720fc075692ae473,207,13529
2008,9a68eb5bf7fb3ba83c08628c7f893521,207,31868
2009,2623a24ef2981ef09b996de8dbb690a3,206,6639
2010,ee706ee0352bd76442e78ccaa57b20ce,206,13167
2011,eaa6a3015787e0b99ea92b68f0a63f42,206,53332
2012,001d4fa530e67f4fa73374472a59ef5d,206,14215
2013,6bd492d8483408a1ec5734263c8587e3,206,15966
2014,82387a3e83c46e3a840d9d000fca7ca9,206,16995
2015,6c651f6e7d9104dac0ab60549f89fbb7,206,33476
2016,2c5dbe9ea040b8bc8ce0b448626a25e7,206,7539
2017,1fdc7152050d104b9f4f65e2afa23153,206,12852
2018,12734100c9edc14de1f7168514a7c5fa,206,5179
2019,b62309468a79b9cb9a40aaf4953d3c9d,205,5741
2020,f9bc098d1fd17861e8a2e519660e0bc4,205,39460
2021,2509803c44fdb30868a38f043c226f98,205,36515
2022,fd3188a51569f12169fdd38a501b857c,205,8713
2023,9fc9c60302b13f513b197cb25d2a7c3c,205,20704
2024,24531f78c3205867e392153fd9851305,205,7008
2025,0b07cd30c97f9d2ba51bbbcaf4b953cb,205,9725
2026,38602fc0553c69aea6f81ede8f9fd01b,205,7549
2027,802d4739f77d4febca4b71dfc50c74e5,205,52836
2028,bdfef3d015d2e49c9eaacd46705f3426,205,24397
2029,f2a9f4d1425644357a0d03ed34fd77a0,205,38849
2030,6f37fb19a63d92591940929862737fb5,204,20822
2031,6cede7fac43b49d5309bdf24dd7125e4,204,50817
2032,04bd6d0bcb6c11ef0e1645a5878a13fb,204,21483
2033,4aae4bc789c352122102de1d4f239b26,204,18009
2034,84a7a59121f8a35cfcfc2d3d95d333da,204,23331
2035,74f7760fda5d1c9eb72af82c987891d5,204,2540
2036,33ac4a867d7b79b2a09042c7e7f6bfa0,204,15487
2037,f87f89780a8146b3e64bc88cb57a28a0,204,19868
2038,f9911d80ab895e8b475b71b0d24c3614,204,17941
2039,b261694df5aeb6b5d6a5c8c41a0265c7,204,4108
2040,c7eadd01a0ad4f70857239f8e6750ca9,204,40176
2041,dfaa085ee7edb3739302a6994e46021b,204,32007
2042,1593037bd314d7952706748ada766404,204,18801
2043,a249c19991e801fae1291e613e3d2b93,204,20171
2044,934098706df82da8e305ebfcaf9614bc,204,3555
2045,015fa8076e3ec7f31df2f344cc6b8964,204,9335
2046,105d7871c0b99e87cdf76c1cd25cc1e9,203,5178
2047,fd06812c58771da291a4f6961ad333f2,203,46421
2048,a798412ac1d5c2fea5bb344f95fef6da,203,17437
2049,e5925bc8d2e8e2396f5d6dab0f79f65d,203,2643
2050,87741ffd25a1879d39cab878ae3986ce,203,23971
2051,76cd191809a00b78b49a49265356c108,203,11457
2052,af7e8af9dc4df033698e476610855dd6,203,1081
2053,231fb2de8b79f75134a961b0121ba327,203,31709
2054,404ad905d2feec0f6b0984df9233e321,203,11569
2055,42ea09be98a445b5f50e20244b7ecc15,203,748
2056,a86da70f70c3a3cd1df376fcf266f08f,203,29641
2057,c95f0e37c7eb10e4c9e23ff501589727,202,22099
2058,705872aca05b1365242b457041896388,202,25224
2059,f64af20496fca51d929847a6a5f598ec,202,23888
2060,fc24ddb093281e9d108def60bc89c532,202,782
2061,172b874cd3b0d21aa938d3f1fca8dbfb,202,19694
2062,37732b87d9f46d59168fd6cac2a96f2d,202,6190
2063,4a64d448e1dccedd84aa474a590f8295,202,26922
2064,07328a778ed4bb23129ba2e1c00b2435,202,11914
2065,d5d37436078124a4493a4460de3c65e0,202,8996
2066,5560cc937ec3d016eb1adba2714e2ef7,202,12717
2067,b3e3e4d9da8ecf263936bf388e010b25,201,22335
2068,34573031dbc462f55e65f10c464f74f5,201,10072
2069,04810c7abb218300e3b87e117051a2a5,201,7918
2070,a8b343e622dc99d81c0a6c69608b590a,201,17008
2071,050ca7869b95204aa7357b54adbebe6a,201,27670
2072,7c4d8573eec41bacde4015cf54ae8451,201,21168
2073,c04fcce415618192350544716bf522e7,201,4423
2074,b985c0f9f7afc9e3bc3baa45b3953dd6,200,22832
2075,5f49e24da2e6e6e87cae1448bfccb174,200,13201
2076,1eb25c7dfe19b836c710a3c3713247e9,200,19135
2077,1445dfe5a7f94713a9426cfc30070942,200,15507
2078,ae9da2d2bf28556b889de48bb3855f18,200,25736
2079,453ce7a2c3060fcf34c15f55412301b7,200,25089
2080,94ba3a52c6a60d1303600d9e2449d3bc,200,8980
2081,3f18a4de312c8b46ccf6b381900f2632,200,15589
2082,8ea83605a4a1cf2a3c15463b6a5aef52,200,25308
2083,d4f875fab85708d9d3d86f167ac2ddb1,200,48072
2084,49a44f2875456252a3bc794191211d52,200,28400
2085,18f45dbfe8fe7c365ea4b4a48d6eca60,199,16038
2086,b5a3c3123221de252309ad90dd364583,199,7396
2087,f521cdf9c98e0cd62ce6009a1579f96c,199,13910
2088,0bae5846b85176b48d7acb51c117c080,199,7464
2089,7b69cd778fccd8058c15fc058ac880ac,199,233
2090,19883dfccde0267e50b3b8dfbfc941aa,199,10629
2091,91e9ee3397a45de555f6265c37c8e30c,199,6819
